,Locality,Year,FIPS Code,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate,X__2
256,Bedford,2017,51019,ED,ED Opioid Overdose,76,97.5,Central Virginia,214,82.2,Southwest,1803,133.6,Near Southwest,1353,136.1,Roanoke Area,1124,148.7,Horizon Behavioral Health,214,82.2,VSP Division 6,1153,149,Virginia State,8578,102,77319
264,Bedford,2017,51019,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,6.4,Central Virginia,13,5,Southwest,101,7.5,Near Southwest,95,9.6,Roanoke Area,83,11,Horizon Behavioral Health,13,5,VSP Division 6,83,10.7,Virginia State,938,11,77319
277,Bedford,2017,51019,ED,ED Heroin Overdose,11,14.1,Central Virginia,12,4.6,Southwest,219,16.2,Near Southwest,218,21.9,Roanoke Area,213,28.2,Horizon Behavioral Health,12,4.6,VSP Division 6,216,27.9,Virginia State,1586,18.9,77319
281,Bland,2017,51021,ED,ED Opioid Overdose,NA,15.4,Mount Rogers,223,117.9,Southwest,1803,133.6,Far Southwest,450,126.6,Southwest,579,127.6,Mount Rogers Community Services Board,173,146.6,VSP Division 4,550,126.1,Virginia State,8578,102,6524
292,Bland,2017,51021,ED,ED Heroin Overdose,0,0,Mount Rogers,NA,0.5,Southwest,219,16.2,Far Southwest,NA,0.3,Southwest,5,1.1,Mount Rogers Community Services Board,NA,0.8,VSP Division 4,NA,0.5,Virginia State,1586,18.9,6524
299,Bland,2017,51021,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,NA,2.1,Southwest,101,7.5,Far Southwest,6,1.7,Southwest,10,2.2,Mount Rogers Community Services Board,NA,1.7,VSP Division 4,10,2.3,Virginia State,938,11,6524
306,Bland,2017,51021,OD Death,Fatal Prescription Opioid Overdose,NA,15.4,Mount Rogers,15,7.9,Southwest,122,9,Far Southwest,47,13.2,Southwest,59,13,Mount Rogers Community Services Board,9,7.6,VSP Division 4,59,13.5,Virginia State,507,5.9,6524
318,Botetourt,2017,51023,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,9,Alleghany,24,13.4,Southwest,101,7.5,Near Southwest,95,9.6,Roanoke Area,83,11,Blue Ridge Behavioral Healthcare,53,20.6,VSP Division 6,83,10.7,Virginia State,938,11,33149
322,Botetourt,2017,51023,ED,ED Opioid Overdose,27,81.2,Alleghany,253,141.3,Southwest,1803,133.6,Near Southwest,1353,136.1,Roanoke Area,1124,148.7,Blue Ridge Behavioral Healthcare,528,204.9,VSP Division 6,1153,149,Virginia State,8578,102,33149
331,Botetourt,2017,51023,ED,ED Heroin Overdose,NA,12,Alleghany,76,42.4,Southwest,219,16.2,Near Southwest,218,21.9,Roanoke Area,213,28.2,Blue Ridge Behavioral Healthcare,171,66.4,VSP Division 6,216,27.9,Virginia State,1586,18.9,33149
332,Botetourt,2017,51023,OD Death,Fatal Prescription Opioid Overdose,0,0,Alleghany,12,6.7,Southwest,122,9,Near Southwest,75,7.5,Roanoke Area,59,7.8,Blue Ridge Behavioral Healthcare,26,10.1,VSP Division 6,59,7.6,Virginia State,507,5.9,33149
341,Brunswick,2017,51025,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.2,Southside,5,6.1,Central,264,18.5,Central,264,18.5,Richmond,260,19.6,Southside Community Services Board,5,6.1,VSP Division 5,225,12.3,Virginia State,938,11,16435
344,Brunswick,2017,51025,ED,ED Heroin Overdose,0,0,Southside,NA,2.4,Central,271,18.9,Central,271,18.9,Richmond,280,21.1,Southside Community Services Board,NA,2.4,VSP Division 5,468,25.7,Virginia State,1586,18.9,16435
353,Brunswick,2017,51025,OD Death,Fatal Prescription Opioid Overdose,0,0,Southside,NA,3.7,Central,84,5.9,Central,84,5.9,Richmond,78,5.9,Southside Community Services Board,NA,3.7,VSP Division 5,112,6.1,Virginia State,507,5.9,16435
354,Brunswick,2017,51025,ED,ED Opioid Overdose,21,129.3,Southside,87,105.9,Central,2032,142,Central,2032,142,Richmond,1944,146.4,Southside Community Services Board,87,105.9,VSP Division 5,1689,92.6,Virginia State,8578,102,16435
371,Buchanan,2017,51027,ED,ED Heroin Overdose,0,0,Cumberland Plateau,0,0,Southwest,219,16.2,Far Southwest,NA,0.3,Southwest,5,1.1,Cumberland Mountain Community Services,0,0,VSP Division 4,NA,0.5,Virginia State,1586,18.9,22611
377,Buchanan,2017,51027,ED,ED Opioid Overdose,18,81.2,Cumberland Plateau,125,117.2,Southwest,1803,133.6,Far Southwest,450,126.6,Southwest,579,127.6,Cumberland Mountain Community Services,93,101.4,VSP Division 4,550,126.1,Virginia State,8578,102,22611
378,Buchanan,2017,51027,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,4.5,Cumberland Plateau,NA,1.9,Southwest,101,7.5,Far Southwest,6,1.7,Southwest,10,2.2,Cumberland Mountain Community Services,NA,2.2,VSP Division 4,10,2.3,Virginia State,938,11,22611
380,Buchanan,2017,51027,OD Death,Fatal Prescription Opioid Overdose,NA,18,Cumberland Plateau,15,14.1,Southwest,122,9,Far Southwest,47,13.2,Southwest,59,13,Cumberland Mountain Community Services,13,14.2,VSP Division 4,59,13.5,Virginia State,507,5.9,22611
403,Buckingham,2017,51029,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,11.7,Piedmont,6,5.8,Central,264,18.5,Central,264,18.5,Central Virginia,39,5.1,Crossroads Community Services Board,6,5.8,VSP Division 3,37,5.6,Virginia State,938,11,17048
405,Buckingham,2017,51029,ED,ED Opioid Overdose,13,76.3,Piedmont,99,96.3,Central,2032,142,Central,2032,142,Central Virginia,611,79.2,Crossroads Community Services Board,99,96.3,VSP Division 3,545,82.8,Virginia State,8578,102,17048
406,Buckingham,2017,51029,ED,ED Heroin Overdose,0,0,Piedmont,NA,3.9,Central,271,18.9,Central,271,18.9,Central Virginia,55,7.1,Crossroads Community Services Board,NA,3.9,VSP Division 3,48,7.3,Virginia State,1586,18.9,17048
411,Buckingham,2017,51029,OD Death,Fatal Prescription Opioid Overdose,NA,5.9,Piedmont,NA,3.9,Central,84,5.9,Central,84,5.9,Central Virginia,26,3.4,Crossroads Community Services Board,NA,3.9,VSP Division 3,22,3.3,Virginia State,507,5.9,17048
425,Campbell,2017,51031,ED,ED Opioid Overdose,25,45.5,Central Virginia,214,82.2,Southwest,1803,133.6,Near Southwest,1353,136.1,Central Virginia,611,79.2,Horizon Behavioral Health,214,82.2,VSP Division 3,545,82.8,Virginia State,8578,102,55158
430,Campbell,2017,51031,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,5.5,Central Virginia,13,5,Southwest,101,7.5,Near Southwest,95,9.6,Central Virginia,39,5.1,Horizon Behavioral Health,13,5,VSP Division 3,37,5.6,Virginia State,938,11,55158
437,Campbell,2017,51031,ED,ED Heroin Overdose,0,0,Central Virginia,12,4.6,Southwest,219,16.2,Near Southwest,218,21.9,Central Virginia,55,7.1,Horizon Behavioral Health,12,4.6,VSP Division 3,48,7.3,Virginia State,1586,18.9,55158
443,Campbell,2017,51031,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Virginia,10,3.8,Southwest,122,9,Near Southwest,75,7.5,Central Virginia,26,3.4,Horizon Behavioral Health,10,3.8,VSP Division 3,22,3.3,Virginia State,507,5.9,55158
449,Caroline,2017,51033,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,13.3,Rappahannock,43,11.9,Northwest,144,11,Northern,241,8.3,Culpeper,112,16.5,Rappahannock Area Community Services Board,43,11.9,VSP Division 1,269,19,Virginia State,938,11,29889
460,Caroline,2017,51033,ED,ED Opioid Overdose,45,149.1,Rappahannock,382,105.9,Northwest,1435,109.2,Northern,2082,72,Culpeper,935,137.8,Rappahannock Area Community Services Board,382,105.9,VSP Division 1,2082,147.2,Virginia State,8578,102,29889
467,Caroline,2017,51033,OD Death,Fatal Prescription Opioid Overdose,NA,6.6,Rappahannock,20,5.5,Northwest,74,5.6,Northern,126,4.4,Culpeper,50,7.4,Rappahannock Area Community Services Board,20,5.5,VSP Division 1,91,6.4,Virginia State,507,5.9,29889
472,Caroline,2017,51033,ED,ED Heroin Overdose,6,19.9,Rappahannock,123,34.1,Northwest,389,29.6,Northern,370,12.8,Culpeper,283,41.7,Rappahannock Area Community Services Board,123,34.1,VSP Division 1,312,22.1,Virginia State,1586,18.9,29889
483,Carroll,2017,51035,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,NA,2.1,Southwest,101,7.5,Near Southwest,95,9.6,Southwest,10,2.2,Mount Rogers Community Services Board,NA,1.7,VSP Division 4,10,2.3,Virginia State,938,11,29767
488,Carroll,2017,51035,ED,ED Opioid Overdose,33,111.7,Mount Rogers,223,117.9,Southwest,1803,133.6,Near Southwest,1353,136.1,Southwest,579,127.6,Mount Rogers Community Services Board,173,146.6,VSP Division 4,550,126.1,Virginia State,8578,102,29767
489,Carroll,2017,51035,OD Death,Fatal Prescription Opioid Overdose,NA,6.8,Mount Rogers,15,7.9,Southwest,122,9,Near Southwest,75,7.5,Southwest,59,13,Mount Rogers Community Services Board,9,7.6,VSP Division 4,59,13.5,Virginia State,507,5.9,29767
500,Carroll,2017,51035,ED,ED Heroin Overdose,0,0,Mount Rogers,NA,0.5,Southwest,219,16.2,Near Southwest,218,21.9,Southwest,5,1.1,Mount Rogers Community Services Board,NA,0.8,VSP Division 4,NA,0.5,Virginia State,1586,18.9,29767
512,Charles City,2017,51036,ED,ED Opioid Overdose,6,84.9,Chickahominy,170,109.5,Central,2032,142,Central,2032,142,Richmond,1944,146.4,Henrico Area Mental Health and Developmental Services,606,170.8,VSP Division 1,2082,147.2,Virginia State,8578,102,7022
516,Charles City,2017,51036,OD Death,Fatal Prescription Opioid Overdose,0,0,Chickahominy,6,3.9,Central,84,5.9,Central,84,5.9,Richmond,78,5.9,Henrico Area Mental Health and Developmental Services,17,4.8,VSP Division 1,91,6.4,Virginia State,507,5.9,7022
521,Charles City,2017,51036,ED,ED Heroin Overdose,0,0,Chickahominy,31,20,Central,271,18.9,Central,271,18.9,Richmond,280,21.1,Henrico Area Mental Health and Developmental Services,91,25.7,VSP Division 1,312,22.1,Virginia State,1586,18.9,7022
523,Charles City,2017,51036,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Chickahominy,18,11.6,Central,264,18.5,Central,264,18.5,Richmond,260,19.6,Henrico Area Mental Health and Developmental Services,58,16.4,VSP Division 1,269,19,Virginia State,938,11,7022
536,Charlotte,2017,51037,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,8.2,Piedmont,6,5.8,Central,264,18.5,Central,264,18.5,Central Virginia,39,5.1,Crossroads Community Services Board,6,5.8,VSP Division 3,37,5.6,Virginia State,938,11,12176
543,Charlotte,2017,51037,ED,ED Heroin Overdose,0,0,Piedmont,NA,3.9,Central,271,18.9,Central,271,18.9,Central Virginia,55,7.1,Crossroads Community Services Board,NA,3.9,VSP Division 3,48,7.3,Virginia State,1586,18.9,12176
546,Charlotte,2017,51037,OD Death,Fatal Prescription Opioid Overdose,NA,8.2,Piedmont,NA,3.9,Central,84,5.9,Central,84,5.9,Central Virginia,26,3.4,Crossroads Community Services Board,NA,3.9,VSP Division 3,22,3.3,Virginia State,507,5.9,12176
548,Charlotte,2017,51037,ED,ED Opioid Overdose,16,131.9,Piedmont,99,96.3,Central,2032,142,Central,2032,142,Central Virginia,611,79.2,Crossroads Community Services Board,99,96.3,VSP Division 3,545,82.8,Virginia State,8578,102,12176
564,Chesterfield,2017,51041,ED,ED Opioid Overdose,443,130.7,Chesterfield,480,124.6,Central,2032,142,Central,2032,142,Richmond,1944,146.4,Chesterfield Community Services Board,443,130.7,VSP Division 1,2082,147.2,Virginia State,8578,102,335594
571,Chesterfield,2017,51041,OD Death,Fatal Prescription Opioid Overdose,14,4.1,Chesterfield,17,4.4,Central,84,5.9,Central,84,5.9,Richmond,78,5.9,Chesterfield Community Services Board,14,4.1,VSP Division 1,91,6.4,Virginia State,507,5.9,335594
579,Chesterfield,2017,51041,OD Death,Fatal Fentanyl and/or Heroin Overdose,46,13.6,Chesterfield,51,13.2,Central,264,18.5,Central,264,18.5,Richmond,260,19.6,Chesterfield Community Services Board,46,13.6,VSP Division 1,269,19,Virginia State,938,11,335594
582,Chesterfield,2017,51041,ED,ED Heroin Overdose,68,20.1,Chesterfield,75,19.5,Central,271,18.9,Central,271,18.9,Richmond,280,21.1,Chesterfield Community Services Board,68,20.1,VSP Division 1,312,22.1,Virginia State,1586,18.9,335594
596,Clarke,2017,51043,OD Death,Fatal Prescription Opioid Overdose,0,0,Lord Fairfax,21,9,Northwest,74,5.6,Northwest,49,5.5,Culpeper,50,7.4,Northwestern Community Services,21,9,VSP Division 2,54,6.4,Virginia State,507,5.9,14331
604,Clarke,2017,51043,ED,ED Opioid Overdose,11,76.5,Lord Fairfax,291,125.3,Northwest,1435,109.2,Northwest,932,105.4,Culpeper,935,137.8,Northwestern Community Services,291,125.3,VSP Division 2,980,116,Virginia State,8578,102,14331
613,Clarke,2017,51043,ED,ED Heroin Overdose,NA,27.8,Lord Fairfax,93,40,Northwest,389,29.6,Northwest,251,28.4,Culpeper,283,41.7,Northwestern Community Services,93,40,VSP Division 2,308,36.5,Virginia State,1586,18.9,14331
614,Clarke,2017,51043,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,13.9,Lord Fairfax,43,18.5,Northwest,144,11,Northwest,93,10.5,Culpeper,112,16.5,Northwestern Community Services,43,18.5,VSP Division 2,114,13.5,Virginia State,938,11,14331
620,Craig,2017,51045,ED,ED Opioid Overdose,10,193.9,Alleghany,253,141.3,Southwest,1803,133.6,Near Southwest,1353,136.1,Roanoke Area,1124,148.7,Blue Ridge Behavioral Healthcare,528,204.9,VSP Division 6,1153,149,Virginia State,8578,102,5131
623,Craig,2017,51045,OD Death,Fatal Prescription Opioid Overdose,0,0,Alleghany,12,6.7,Southwest,122,9,Near Southwest,75,7.5,Roanoke Area,59,7.8,Blue Ridge Behavioral Healthcare,26,10.1,VSP Division 6,59,7.6,Virginia State,507,5.9,5131
626,Craig,2017,51045,ED,ED Heroin Overdose,NA,58.2,Alleghany,76,42.4,Southwest,219,16.2,Near Southwest,218,21.9,Roanoke Area,213,28.2,Blue Ridge Behavioral Healthcare,171,66.4,VSP Division 6,216,27.9,Virginia State,1586,18.9,5131
637,Craig,2017,51045,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Alleghany,24,13.4,Southwest,101,7.5,Near Southwest,95,9.6,Roanoke Area,83,11,Blue Ridge Behavioral Healthcare,53,20.6,VSP Division 6,83,10.7,Virginia State,938,11,5131
645,Culpeper,2017,51047,ED,ED Opioid Overdose,84,167.7,Rappahannock Rapidan,293,167.3,Northwest,1435,109.2,Northwest,932,105.4,Culpeper,935,137.8,Rappahannock-Rapidan Community Services Board,293,167.3,VSP Division 2,980,116,Virginia State,8578,102,49795
655,Culpeper,2017,51047,OD Death,Fatal Prescription Opioid Overdose,7,14,Rappahannock Rapidan,14,8,Northwest,74,5.6,Northwest,49,5.5,Culpeper,50,7.4,Rappahannock-Rapidan Community Services Board,14,8,VSP Division 2,54,6.4,Virginia State,507,5.9,49795
656,Culpeper,2017,51047,ED,ED Heroin Overdose,44,87.9,Rappahannock Rapidan,97,55.4,Northwest,389,29.6,Northwest,251,28.4,Culpeper,283,41.7,Rappahannock-Rapidan Community Services Board,97,55.4,VSP Division 2,308,36.5,Virginia State,1586,18.9,49795
664,Culpeper,2017,51047,OD Death,Fatal Fentanyl and/or Heroin Overdose,14,28,Rappahannock Rapidan,32,18.3,Northwest,144,11,Northwest,93,10.5,Culpeper,112,16.5,Rappahannock-Rapidan Community Services Board,32,18.3,VSP Division 2,114,13.5,Virginia State,938,11,49795
682,Cumberland,2017,51049,ED,ED Opioid Overdose,7,72.5,Piedmont,99,96.3,Central,2032,142,Central,2032,142,Central Virginia,611,79.2,Crossroads Community Services Board,99,96.3,VSP Division 3,545,82.8,Virginia State,8578,102,9797
684,Cumberland,2017,51049,ED,ED Heroin Overdose,0,0,Piedmont,NA,3.9,Central,271,18.9,Central,271,18.9,Central Virginia,55,7.1,Crossroads Community Services Board,NA,3.9,VSP Division 3,48,7.3,Virginia State,1586,18.9,9797
694,Cumberland,2017,51049,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,10.4,Piedmont,6,5.8,Central,264,18.5,Central,264,18.5,Central Virginia,39,5.1,Crossroads Community Services Board,6,5.8,VSP Division 3,37,5.6,Virginia State,938,11,9797
695,Cumberland,2017,51049,OD Death,Fatal Prescription Opioid Overdose,0,0,Piedmont,NA,3.9,Central,84,5.9,Central,84,5.9,Central Virginia,26,3.4,Crossroads Community Services Board,NA,3.9,VSP Division 3,22,3.3,Virginia State,507,5.9,9797
705,Dickenson,2017,51051,ED,ED Opioid Overdose,32,213.8,Cumberland Plateau,125,117.2,Southwest,1803,133.6,Far Southwest,450,126.6,Southwest,579,127.6,Dickenson County Behavioral Health Services,32,213.8,VSP Division 4,550,126.1,Virginia State,8578,102,15181
712,Dickenson,2017,51051,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Cumberland Plateau,NA,1.9,Southwest,101,7.5,Far Southwest,6,1.7,Southwest,10,2.2,Dickenson County Behavioral Health Services,0,0,VSP Division 4,10,2.3,Virginia State,938,11,15181
714,Dickenson,2017,51051,ED,ED Heroin Overdose,0,0,Cumberland Plateau,0,0,Southwest,219,16.2,Far Southwest,NA,0.3,Southwest,5,1.1,Dickenson County Behavioral Health Services,0,0,VSP Division 4,NA,0.5,Virginia State,1586,18.9,15181
728,Dickenson,2017,51051,OD Death,Fatal Prescription Opioid Overdose,NA,13.4,Cumberland Plateau,15,14.1,Southwest,122,9,Far Southwest,47,13.2,Southwest,59,13,Dickenson County Behavioral Health Services,NA,13.4,VSP Division 4,59,13.5,Virginia State,507,5.9,15181
735,Dinwiddie,2017,51053,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.6,Crater,36,23.1,Central,264,18.5,Central,264,18.5,Richmond,260,19.6,District 19 Community Services Board,38,21.9,VSP Division 1,269,19,Virginia State,938,11,28033
736,Dinwiddie,2017,51053,ED,ED Opioid Overdose,NA,14.2,Crater,124,79.7,Central,2032,142,Central,2032,142,Richmond,1944,146.4,District 19 Community Services Board,135,77.8,VSP Division 1,2082,147.2,Virginia State,8578,102,28033
744,Dinwiddie,2017,51053,OD Death,Fatal Prescription Opioid Overdose,NA,7.1,Crater,13,8.4,Central,84,5.9,Central,84,5.9,Richmond,78,5.9,District 19 Community Services Board,14,8.1,VSP Division 1,91,6.4,Virginia State,507,5.9,28033
747,Dinwiddie,2017,51053,ED,ED Heroin Overdose,0,0,Crater,21,13.5,Central,271,18.9,Central,271,18.9,Richmond,280,21.1,District 19 Community Services Board,25,14.4,VSP Division 1,312,22.1,Virginia State,1586,18.9,28033
757,Essex,2017,51057,ED,ED Opioid Overdose,6,53.9,Three Rivers,134,95.1,Eastern,1729,93.2,Eastern,1729,93.2,Richmond,1944,146.4,Middle Peninsula-Northern Neck Community Services Board,134,95.1,VSP Division 1,2082,147.2,Virginia State,8578,102,11083
760,Essex,2017,51057,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,18,12.8,Eastern,229,12.3,Eastern,229,12.3,Richmond,260,19.6,Middle Peninsula-Northern Neck Community Services Board,18,12.8,VSP Division 1,269,19,Virginia State,938,11,11083
769,Essex,2017,51057,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,10,7.1,Eastern,117,6.3,Eastern,117,6.3,Richmond,78,5.9,Middle Peninsula-Northern Neck Community Services Board,10,7.1,VSP Division 1,91,6.4,Virginia State,507,5.9,11083
784,Essex,2017,51057,ED,ED Heroin Overdose,0,0,Three Rivers,20,14.2,Eastern,475,25.6,Eastern,475,25.6,Richmond,280,21.1,Middle Peninsula-Northern Neck Community Services Board,20,14.2,VSP Division 1,312,22.1,Virginia State,1586,18.9,11083
787,Fairfax,2017,51059,ED,ED Opioid Overdose,776,68.2,Fairfax,787,66.9,Northern,1579,64.2,Northern,2082,72,Northern Virginia,1695,65.1,Fairfax- Falls Church Community Services Board,787,66.9,VSP Division 7,1579,64.2,Virginia State,8578,102,1142004
788,Fairfax,2017,51059,ED,ED Heroin Overdose,96,8.4,Fairfax,97,8.2,Northern,232,9.4,Northern,370,12.8,Northern Virginia,286,11,Fairfax- Falls Church Community Services Board,97,8.2,VSP Division 7,232,9.4,Virginia State,1586,18.9,1142004
797,Fairfax,2017,51059,OD Death,Fatal Fentanyl and/or Heroin Overdose,84,7.4,Fairfax,91,7.7,Northern,190,7.7,Northern,241,8.3,Northern Virginia,200,7.7,Fairfax- Falls Church Community Services Board,91,7.7,VSP Division 7,190,7.7,Virginia State,938,11,1142004
806,Fairfax,2017,51059,OD Death,Fatal Prescription Opioid Overdose,47,4.1,Fairfax,53,4.5,Northern,101,4.1,Northern,126,4.4,Northern Virginia,108,4.1,Fairfax- Falls Church Community Services Board,53,4.5,VSP Division 7,101,4.1,Virginia State,507,5.9,1142004
814,Fauquier,2017,51061,OD Death,Fatal Fentanyl and/or Heroin Overdose,8,11.6,Rappahannock Rapidan,32,18.3,Northwest,144,11,Northern,241,8.3,Culpeper,112,16.5,Rappahannock-Rapidan Community Services Board,32,18.3,VSP Division 2,114,13.5,Virginia State,938,11,68406
815,Fauquier,2017,51061,OD Death,Fatal Prescription Opioid Overdose,5,7.2,Rappahannock Rapidan,14,8,Northwest,74,5.6,Northern,126,4.4,Culpeper,50,7.4,Rappahannock-Rapidan Community Services Board,14,8,VSP Division 2,54,6.4,Virginia State,507,5.9,68406
828,Fauquier,2017,51061,ED,ED Opioid Overdose,121,175.2,Rappahannock Rapidan,293,167.3,Northwest,1435,109.2,Northern,2082,72,Culpeper,935,137.8,Rappahannock-Rapidan Community Services Board,293,167.3,VSP Division 2,980,116,Virginia State,8578,102,68406
834,Fauquier,2017,51061,ED,ED Heroin Overdose,15,21.7,Rappahannock Rapidan,97,55.4,Northwest,389,29.6,Northern,370,12.8,Culpeper,283,41.7,Rappahannock-Rapidan Community Services Board,97,55.4,VSP Division 2,308,36.5,Virginia State,1586,18.9,68406
848,Floyd,2017,51063,ED,ED Heroin Overdose,NA,12.7,New River,16,8.7,Southwest,219,16.2,Near Southwest,218,21.9,Roanoke Area,213,28.2,New River Valley Community Services,16,8.7,VSP Division 6,216,27.9,Virginia State,1586,18.9,15594
850,Floyd,2017,51063,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,New River,12,6.6,Southwest,101,7.5,Near Southwest,95,9.6,Roanoke Area,83,11,New River Valley Community Services,12,6.6,VSP Division 6,83,10.7,Virginia State,938,11,15594
